,BT-549,CAL-148,CAL-51,HCC1937,Hs-578T,MDA-MB-231,MDA-MB-436,MDA-MB-468,CAL-120,CAL-85-1,DU-4475,HCC1143,HDQ-P1,MFM-223,BT-20,HCC-1187,HCC-1395,HCC-1806,HCC-38,HCC-70
Q92918,0.559,0.555,0.091,0.539,0.35,0.7,0.294,0.186,0.385,0.754,0.523,0.582,0.313,0.476,0.703,0.582,0.714,0.643,0.462,0.634
O00750,0.638,0.169,0.184,0.421,0.544,0.687,1.0,0.777,1.0,0.839,0.627,0.854,0.434,0.583,0.422,0.89,0.44,0.837,0.93,1.0
P28062,0.0,0.139,0.017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.183,0.0,0.0,0.002,0.001,0.003,0.0,0.0,0.0,0.0
P28065,0.013,0.25,0.141,0.021,0.022,0.032,0.016,0.016,0.02,0.044,0.195,0.017,0.012,0.054,0.051,0.089,0.025,0.032,0.032,0.044
P53667,0.427,0.27,0.185,0.786,0.397,0.664,0.538,0.335,0.395,0.828,0.037,0.852,0.59,0.473,0.829,0.71,0.773,0.837,0.662,0.7
Q8WTQ7,0.279,0.005,0.093,0.39,0.282,0.669,0.544,0.171,0.684,0.232,0.234,0.09,0.157,0.025,0.058,0.365,0.188,0.151,0.102,0.023
P12268,1.0,0.294,0.464,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.243,1.0,1.0,1.0,1.0,0.231,1.0,1.0,1.0,1.0
P51955,0.199,0.101,0.051,0.456,0.139,0.325,0.066,0.222,0.362,0.059,0.561,0.01,0.09,0.014,0.068,0.401,0.554,0.3,0.066,0.012
Q9NWZ3,0.359,0.625,0.298,0.186,0.215,0.591,0.205,0.344,0.381,0.193,0.318,0.014,0.096,0.455,0.442,0.511,0.273,0.248,0.114,0.275
Q53EL6,1.0,0.518,0.657,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
P48730,0.458,0.957,0.945,0.316,0.514,0.64,0.32,0.674,0.445,0.519,0.851,0.435,0.349,0.799,0.521,0.77,0.399,0.511,0.69,0.506
Q9BRS2,0.361,0.579,0.362,0.365,0.226,0.427,0.523,0.283,0.293,0.595,0.446,0.441,0.34,0.487,0.656,0.537,0.516,0.468,0.372,0.404
Q99759,0.743,0.114,0.108,0.575,0.768,0.856,0.441,0.271,0.611,0.432,0.601,0.582,0.367,0.774,0.52,0.787,0.957,0.489,0.493,0.804
P51957,1.0,0.448,0.307,1.0,1.0,1.0,1.0,0.393,0.219,0.232,0.468,0.208,0.253,0.306,0.383,1.0,0.454,1.0,0.229,0.272
O95819,0.554,0.575,0.068,0.28,0.333,0.714,0.145,0.343,0.386,0.493,0.498,0.052,0.151,0.691,0.415,0.513,0.528,0.343,0.286,0.419
Q13490,0.258,0.503,0.551,1.0,0.298,0.0,0.079,0.331,0.156,0.097,1.0,0.158,0.061,0.592,0.602,0.152,0.371,0.079,0.024,0.165
P20794,0.076,0.264,0.263,0.37,0.025,0.269,1.0,0.036,1.0,0.052,0.121,0.229,0.088,0.029,0.051,0.081,0.008,0.135,0.036,0.006
Q07820,0.085,0.402,0.339,0.146,0.066,0.169,0.292,0.34,0.064,0.523,0.187,0.213,0.157,0.262,0.418,0.329,0.324,0.205,0.104,0.27
O00238,0.398,0.42,0.274,0.686,0.472,0.92,0.643,0.243,0.521,0.175,0.693,0.616,0.267,0.542,0.761,0.749,0.416,0.544,0.394,0.36
Q86Z02,0.269,0.351,0.579,0.216,0.355,0.76,0.292,0.627,0.23,0.286,0.602,0.316,0.151,0.52,0.496,0.598,0.392,0.38,0.352,0.41
Q99720,0.182,0.717,0.923,0.062,0.333,0.383,0.4,0.219,0.141,0.561,0.609,0.267,0.613,0.406,0.383,0.257,0.525,0.137,0.586,0.489
Q13153,0.231,0.215,0.4,0.612,0.515,1.0,0.27,0.481,0.589,0.171,0.412,0.451,0.272,0.365,0.629,0.768,0.218,0.354,0.401,0.504
O43283,0.384,0.657,0.489,0.304,0.231,0.51,0.346,0.366,0.312,0.482,0.499,0.475,0.232,0.566,0.536,0.611,0.561,0.478,0.531,0.401
Q06278,1.0,1.0,1.0,1.0,1.0,0.329,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.311,0.447,0.323,1.0,1.0
P24941,0.164,0.119,0.011,0.534,0.023,0.381,0.535,0.022,0.459,0.062,0.052,0.034,0.183,0.036,0.09,0.023,0.002,0.173,0.009,0.017
O14733,0.114,0.448,0.665,0.166,0.214,0.386,0.16,0.159,0.207,0.061,0.524,0.245,0.119,0.283,0.224,0.394,0.225,0.29,0.364,0.189
P34947,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.285,1.0,0.345,1.0,1.0
O95835,0.243,0.119,0.202,0.728,0.525,1.0,0.181,0.142,0.507,0.398,0.388,0.594,0.524,0.26,0.68,0.514,0.149,0.251,0.381,0.545
Q9NRP7,0.221,0.634,0.193,0.276,0.126,0.773,0.365,0.203,0.265,0.048,0.45,0.262,0.163,0.203,0.216,0.251,0.076,0.26,0.142,0.088
P53778,1.0,0.673,0.281,1.0,0.571,0.651,0.311,0.743,0.476,0.452,0.725,0.427,0.552,0.514,0.467,0.746,0.743,1.0,0.49,0.559
P22455,1.0,0.95,0.875,1.0,1.0,0.835,1.0,0.906,0.682,0.779,0.943,0.719,0.771,0.803,0.836,0.848,0.946,1.0,0.764,0.782
P08575,0.044,0.299,0.375,0.095,0.105,0.184,0.074,0.077,0.096,0.056,0.296,0.123,0.055,0.207,0.126,0.198,0.094,0.158,0.205,0.096
Q7L7X3,0.673,0.583,0.491,0.966,0.207,0.864,0.896,0.336,0.925,0.511,0.506,0.839,0.828,0.227,0.466,0.189,0.064,0.876,0.401,0.258
P04150,1.0,0.831,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.745,1.0,1.0,1.0,1.0
Q13509,1.0,0.056,0.049,1.0,0.011,0.055,0.026,0.066,0.125,0.027,0.342,0.044,0.034,0.025,0.016,0.05,0.08,0.022,0.075,0.08
P23219,0.124,0.283,0.762,0.088,0.209,0.236,0.252,0.126,0.08,0.427,0.282,0.259,0.441,0.398,0.22,0.35,0.375,0.163,0.31,0.311
P39877,1.0,1.0,0.896,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.638,0.278,1.0,0.315,1.0,1.0
Q92753,1.0,0.536,0.579,0.181,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Q8TEK3,1.0,1.0,1.0,0.411,1.0,1.0,1.0,1.0,1.0,0.585,1.0,1.0,1.0,1.0,1.0,0.598,0.702,1.0,1.0,1.0
Q9H9B1,0.09,0.389,0.361,0.061,0.094,0.177,0.062,0.106,0.077,0.177,0.214,0.13,0.247,0.131,0.221,0.085,0.164,0.108,0.195,0.09
P51812,0.315,0.074,0.022,0.471,0.143,0.585,0.072,0.034,0.546,0.448,0.151,0.185,0.359,0.085,0.217,0.506,0.275,0.137,0.247,0.035
P49760,0.712,0.203,0.521,0.461,0.59,0.786,0.731,0.653,0.888,0.518,0.336,0.236,0.34,0.349,0.361,0.836,0.563,0.407,0.553,0.435
Q14680,0.405,0.002,0.003,0.508,0.135,0.695,0.19,0.063,0.746,0.056,0.078,0.295,0.114,0.048,0.066,0.004,0.035,0.158,0.011,0.139
P14635,1.0,0.33,0.252,0.107,0.092,1.0,1.0,0.155,1.0,0.169,0.315,0.14,0.294,0.148,0.112,0.146,0.067,0.181,0.141,0.082
O15297,1.0,0.363,0.618,1.0,1.0,1.0,1.0,1.0,1.0,0.527,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Q99570,0.151,0.218,0.123,0.106,0.11,0.331,1.0,0.197,1.0,0.326,0.263,1.0,0.154,0.214,0.13,0.326,0.101,0.234,0.355,1.0
P49137,0.836,0.977,0.804,0.925,0.76,0.772,1.0,0.954,0.567,0.746,0.908,0.881,0.874,0.912,1.0,0.996,1.0,1.0,0.962,0.904
O14730,0.355,0.164,0.076,0.256,0.209,0.344,0.412,0.125,0.279,0.506,0.169,0.27,0.173,0.42,0.296,0.35,0.578,0.267,0.201,0.301
Q8NEB9,0.179,0.107,0.13,0.207,0.261,0.801,1.0,0.517,1.0,0.785,0.353,0.426,0.211,0.326,0.322,0.618,0.251,0.691,0.546,0.696
Q9P0L2,0.306,0.025,0.012,0.134,0.479,0.715,0.22,0.228,0.249,0.026,0.162,0.097,0.011,0.064,0.076,0.014,0.316,0.115,0.001,0.374
P43403,1.0,0.417,0.313,1.0,1.0,1.0,1.0,0.386,0.196,0.229,0.48,0.215,0.256,0.303,0.375,1.0,0.467,1.0,0.239,0.271
P51843,1.0,0.332,0.538,0.187,0.217,0.128,1.0,0.261,0.088,0.207,0.348,0.219,0.273,0.119,0.074,0.121,0.062,0.22,0.277,0.234
P05129,1.0,0.397,0.374,1.0,1.0,0.732,1.0,0.758,0.501,0.612,0.71,0.527,0.608,0.667,0.77,0.505,0.828,0.718,0.575,0.61
P10415,0.324,0.765,0.539,0.403,0.186,0.793,0.271,0.653,0.249,0.66,0.359,0.256,0.721,0.261,0.685,0.598,1.0,0.396,0.401,0.499
P09237,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.432,0.518,1.0,1.0,1.0,1.0,0.074,1.0,1.0,1.0,1.0
P00918,1.0,0.717,0.938,1.0,1.0,1.0,0.586,1.0,1.0,1.0,0.807,1.0,1.0,1.0,0.741,0.804,0.82,0.677,1.0,1.0
O14980,0.174,0.26,0.468,1.0,0.237,0.171,1.0,0.262,0.232,0.33,0.186,0.187,0.18,0.43,0.288,0.221,0.21,0.171,0.24,0.224
O76039,0.106,0.197,0.139,0.467,0.004,0.374,1.0,0.013,0.484,0.011,0.084,0.187,0.117,0.008,0.014,0.024,0.001,0.103,0.014,0.001
O15075,0.295,0.814,0.695,0.243,0.366,0.706,0.677,0.452,0.211,0.61,0.474,0.383,0.334,0.42,0.738,0.429,0.376,0.311,0.405,0.39
O00571,1.0,0.364,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.51,1.0,0.328,1.0,1.0
P22748,1.0,0.747,0.835,1.0,1.0,1.0,0.452,1.0,1.0,1.0,0.653,1.0,1.0,1.0,0.626,0.767,0.704,1.0,1.0,1.0
O75747,0.457,0.114,0.089,0.237,0.519,0.578,0.372,0.361,0.49,0.618,0.308,0.333,0.179,0.597,0.121,0.522,0.604,0.398,0.396,0.519
Q13882,0.773,0.418,0.178,0.945,0.878,0.933,0.541,0.395,0.873,0.45,0.97,0.896,0.576,0.901,0.753,0.895,0.912,0.962,0.862,0.975
P67870,0.396,0.358,0.172,0.511,0.315,0.8,0.175,0.17,0.579,0.315,0.638,0.089,0.293,0.316,0.377,0.275,0.449,0.471,0.093,0.245
P23280,1.0,0.732,0.931,1.0,1.0,1.0,0.586,1.0,1.0,1.0,0.81,1.0,1.0,1.0,0.781,0.839,0.836,0.721,1.0,1.0
P03372,0.394,0.928,0.987,0.086,0.52,0.645,0.571,0.314,0.263,0.747,0.817,0.538,0.793,0.608,0.668,0.488,0.672,0.217,0.768,0.65
P20248,0.258,0.271,0.113,0.495,0.023,0.276,1.0,0.065,1.0,0.049,0.278,0.217,0.234,0.053,0.058,0.043,0.005,0.195,0.037,0.014
Q9H3R0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Q9C098,0.442,0.584,0.851,0.351,0.54,0.854,0.789,0.654,0.346,0.633,0.738,0.462,0.424,0.525,0.863,0.714,0.557,0.496,0.463,0.544
P42681,0.254,0.781,0.419,0.206,0.228,0.552,0.193,0.318,0.334,0.137,0.556,0.224,0.126,0.513,0.402,0.613,0.433,0.338,0.354,0.315
Q15125,0.2,0.713,0.938,0.056,0.358,0.381,0.401,0.226,0.151,0.577,0.605,0.289,0.614,0.387,0.379,0.297,0.537,0.143,0.597,0.497
Q96KQ7,0.141,0.563,0.649,0.1,0.145,0.205,0.058,0.067,0.151,0.173,0.273,0.26,0.454,0.192,0.388,0.174,0.231,0.216,0.379,0.098
P18825,0.009,0.328,0.551,0.02,0.09,0.092,0.08,0.041,0.042,0.132,0.192,0.086,0.05,0.15,0.243,0.081,0.087,0.021,0.186,0.07
O00311,1.0,0.143,0.045,1.0,0.597,0.718,0.283,0.182,0.352,0.447,0.518,0.525,0.426,0.648,0.76,0.518,0.845,0.418,0.335,0.612
Q13627,0.441,0.41,0.315,0.636,0.593,0.964,0.71,0.41,0.922,0.63,0.689,0.526,0.494,0.328,0.402,0.353,0.381,0.754,0.345,0.464
Q8IY84,0.449,0.293,0.356,1.0,0.527,1.0,1.0,0.849,0.605,0.378,0.783,0.111,0.359,0.073,0.277,0.904,0.602,0.42,0.281,0.18
Q8TD08,0.195,0.614,0.421,0.62,0.054,0.865,0.69,0.083,0.526,0.051,0.391,0.383,0.243,0.049,0.089,0.145,0.014,0.311,0.066,0.007
P49761,0.001,0.009,0.012,0.382,0.002,0.245,0.06,0.077,0.344,0.056,0.282,0.094,0.05,0.0,0.002,0.086,0.099,0.07,0.023,0.005
O14936,0.148,0.412,0.222,0.273,0.023,0.429,0.339,0.049,0.365,0.033,0.185,0.162,0.085,0.044,0.04,0.067,0.002,0.138,0.051,0.014
O15264,1.0,0.68,0.268,1.0,0.578,0.62,0.324,0.709,0.457,0.408,0.69,0.395,0.515,0.496,0.465,0.724,0.713,1.0,0.479,0.56
O75460,1.0,1.0,0.782,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.772,1.0,1.0,0.63,1.0,0.697,0.465,1.0,1.0,1.0
P54753,0.189,0.369,0.013,0.568,0.198,0.384,0.342,0.077,0.065,0.4,0.24,0.497,0.166,0.276,1.0,0.505,0.497,0.537,0.34,0.491
Q96FL8,1.0,0.171,0.057,1.0,1.0,0.476,1.0,1.0,1.0,1.0,0.224,1.0,1.0,0.338,1.0,0.773,0.634,0.552,0.368,1.0
Q9BXW9,1.0,1.0,0.594,1.0,1.0,0.137,1.0,1.0,1.0,1.0,0.023,1.0,1.0,1.0,1.0,0.401,1.0,1.0,1.0,1.0
P19793,1.0,0.629,0.787,0.344,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Q9Y2T1,1.0,1.0,0.645,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
P55072,0.081,0.469,0.495,0.081,0.177,0.182,0.075,0.229,0.054,0.228,0.393,0.127,0.086,0.18,0.174,0.203,0.101,0.213,0.136,0.142
Q13164,0.075,0.119,0.063,0.566,0.045,0.482,0.432,0.019,0.265,0.158,0.082,0.387,0.098,0.03,0.114,0.078,0.02,0.195,0.042,0.023
O00443,0.284,0.164,0.19,0.213,0.233,0.562,1.0,0.364,1.0,0.468,0.262,0.515,0.26,0.271,0.231,0.481,0.159,0.424,0.568,1.0
P68106,1.0,0.747,0.862,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.272,1.0,1.0,1.0,0.77,1.0,1.0,1.0,1.0
P30519,0.106,0.395,0.35,1.0,0.218,1.0,0.24,0.313,1.0,0.294,0.412,0.226,0.272,0.169,0.19,0.401,0.203,0.213,0.263,0.195
Q16816,0.255,0.505,0.424,0.105,0.288,0.553,0.343,0.233,0.191,0.397,0.279,0.149,0.074,0.449,0.282,0.296,0.332,0.135,0.212,0.304
Q06210,0.104,0.306,0.169,0.131,0.152,0.381,0.04,0.252,0.145,0.21,0.154,0.006,0.122,0.189,0.152,0.158,0.111,0.162,0.108,0.124
Q96NX5,1.0,0.926,0.922,0.577,0.692,0.742,1.0,0.67,0.553,0.575,0.318,0.469,0.527,0.565,0.863,0.214,0.522,0.711,0.558,0.694
Q15569,0.575,0.834,0.352,1.0,0.619,0.84,0.461,0.842,0.656,0.503,0.838,0.695,0.714,0.726,0.668,0.875,0.955,1.0,0.694,0.762
Q9NRM7,1.0,0.503,0.957,0.449,0.58,0.696,0.664,0.595,0.512,0.888,0.752,0.551,0.684,0.599,0.835,0.748,0.6,0.611,0.69,0.632
P14902,1.0,1.0,0.835,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.592,1.0,0.69,1.0,1.0,1.0
Q32MK0,0.323,0.112,0.039,0.912,0.396,0.661,0.233,0.074,0.638,0.662,0.337,0.776,0.677,0.404,0.594,0.635,0.295,0.445,0.398,0.574
O43172,1.0,0.178,0.179,0.231,0.445,0.414,0.273,0.225,0.331,0.55,0.224,0.236,0.193,0.539,0.154,0.254,0.349,0.233,0.225,0.36
P31749,0.829,0.006,0.141,0.501,0.876,0.91,0.739,0.778,0.834,0.874,0.706,0.75,0.605,0.602,0.444,0.341,0.824,0.798,0.854,0.865
P78536,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.672,0.764,1.0,1.0,1.0,1.0,0.152,1.0,1.0,1.0,1.0
P14207,1.0,0.017,0.284,1.0,1.0,1.0,1.0,1.0,1.0,0.71,1.0,1.0,1.0,1.0,1.0,0.575,1.0,1.0,0.476,1.0
P36894,0.305,0.128,0.083,0.366,0.35,0.469,0.2,0.081,0.244,0.149,0.489,0.288,0.08,1.0,0.464,0.517,0.399,0.266,0.373,1.0
Q8IVW4,0.279,0.237,0.125,1.0,0.147,0.174,0.25,0.166,0.306,1.0,0.292,1.0,0.503,0.452,0.307,0.441,0.631,1.0,0.53,0.27
P0C1S8,0.146,0.661,0.264,0.128,0.138,0.277,0.171,0.313,0.207,0.136,0.506,0.183,0.08,0.452,0.232,0.523,0.263,0.272,0.361,0.233
P78368,1.0,0.92,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.879,1.0,1.0,1.0,1.0,0.817,0.602,1.0,1.0,1.0
Q9H4B4,0.163,0.024,0.005,0.362,0.069,0.259,0.057,0.253,0.289,0.072,0.464,0.008,0.105,0.0,0.027,0.773,0.435,0.107,0.053,0.001
P11474,0.352,1.0,0.876,0.149,1.0,1.0,0.441,0.401,1.0,0.652,0.72,0.37,0.63,0.447,1.0,0.579,0.678,0.311,1.0,1.0
P21709,0.516,0.765,0.628,0.789,0.694,0.977,0.761,0.774,0.661,0.523,0.679,0.821,0.518,0.792,0.891,0.979,0.903,0.952,0.804,0.848
Q96NT5,1.0,0.017,0.267,1.0,1.0,1.0,1.0,1.0,1.0,0.721,1.0,1.0,1.0,1.0,1.0,0.588,1.0,1.0,0.479,1.0
P08254,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.441,0.494,1.0,1.0,1.0,1.0,0.092,1.0,1.0,1.0,1.0
O15111,0.26,0.757,0.505,0.338,0.46,1.0,0.648,0.664,0.236,0.345,0.679,0.403,0.302,0.47,0.732,0.63,0.455,0.45,0.327,0.379
P08913,0.028,0.469,0.692,0.024,0.118,0.136,0.101,0.051,0.053,0.155,0.262,0.07,0.071,0.151,0.287,0.105,0.11,0.016,0.247,0.09
Q14012,1.0,0.708,0.611,1.0,1.0,1.0,1.0,0.616,0.343,0.419,0.706,0.385,0.438,0.535,0.61,0.664,0.438,1.0,0.413,0.469
P98170,0.249,0.671,0.405,1.0,0.312,0.0,0.114,0.311,0.227,0.108,0.692,0.163,0.044,0.588,0.464,0.163,0.296,0.027,0.031,0.162
Q9NZK7,1.0,1.0,0.673,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.398,0.175,1.0,0.164,1.0,1.0
P51817,1.0,0.015,0.066,0.381,0.478,0.7,0.461,0.392,0.603,0.691,0.28,0.446,0.432,0.551,0.312,0.446,0.496,0.398,0.395,0.46
P21453,0.027,0.425,0.351,0.031,0.061,0.183,0.029,0.083,0.044,0.192,0.395,0.041,0.175,0.132,0.139,0.136,0.109,0.1,0.14,0.099
Q9UKV0,0.456,0.016,0.016,0.047,0.03,0.007,0.11,0.031,0.0,0.004,0.001,0.006,0.017,0.004,0.002,0.003,0.0,0.006,0.054,0.02
Q15131,1.0,0.164,0.08,1.0,0.25,1.0,0.1,0.036,0.136,0.328,0.278,1.0,0.219,1.0,1.0,0.343,1.0,0.137,0.226,1.0
Q9UNK4,1.0,1.0,0.685,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.38,0.151,1.0,0.141,1.0,1.0
Q9NZJ5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.51,1.0,1.0,1.0,1.0
Q15208,0.121,0.538,0.541,0.6,0.434,1.0,0.176,0.303,0.423,0.28,0.283,0.431,0.477,0.309,0.504,0.419,0.097,0.193,0.382,0.348
Q58F21,0.138,0.025,0.077,0.243,0.204,1.0,0.528,0.561,0.191,0.086,0.15,0.059,0.139,0.017,0.145,0.384,0.314,0.123,0.069,0.05
P04818,1.0,0.013,0.253,1.0,1.0,1.0,1.0,1.0,1.0,0.68,1.0,1.0,1.0,1.0,1.0,0.58,1.0,1.0,0.47,1.0
Q13237,1.0,0.017,0.194,0.363,0.707,0.639,0.439,0.461,0.562,0.784,0.385,0.444,0.417,0.739,0.321,0.427,0.785,0.477,0.498,0.608
Q9BZL6,0.292,0.332,0.17,0.701,0.466,0.867,0.19,0.092,0.483,0.23,0.069,0.446,0.359,0.213,0.687,0.482,0.183,0.213,0.195,0.54
Q15393,1.0,1.0,0.711,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.116,1.0,1.0,1.0,0.496,1.0,1.0,1.0,1.0
P35398,1.0,0.537,0.546,0.175,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Q15835,0.417,0.065,0.239,0.406,0.41,0.651,0.546,0.165,0.63,0.271,0.276,0.291,0.189,0.284,0.159,0.389,0.195,0.312,0.143,0.131
Q16566,0.131,0.098,0.474,0.417,0.407,1.0,0.148,0.298,0.413,0.259,0.215,0.426,0.407,0.275,0.442,0.298,0.141,0.183,0.37,0.344
Q12809,0.213,0.309,0.226,0.059,0.316,0.573,0.283,0.201,0.284,0.354,0.245,0.177,0.277,0.306,0.345,0.474,0.283,0.136,0.206,0.4
P18031,1.0,1.0,0.436,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Q9Y243,1.0,0.1,0.48,1.0,1.0,0.317,1.0,0.758,1.0,0.648,0.858,1.0,1.0,0.259,0.765,0.849,0.623,1.0,0.812,1.0
O14684,1.0,0.466,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.365,1.0,1.0,1.0,1.0,1.0
Q8TDX7,0.139,0.501,0.329,0.194,0.284,1.0,0.409,0.388,0.126,0.182,0.393,0.202,0.128,0.228,0.488,0.392,0.325,0.256,0.148,0.22
P45985,1.0,0.803,0.66,1.0,1.0,1.0,1.0,0.763,0.49,0.606,0.854,0.532,0.613,0.567,0.779,0.828,0.605,1.0,0.553,0.608
P30085,0.2,0.554,0.315,0.225,0.263,0.608,0.097,0.416,0.257,0.423,0.328,0.011,0.222,0.357,0.284,0.317,0.223,0.286,0.225,0.236
P61073,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Q8WUI4,0.507,0.024,0.027,0.046,0.027,0.003,0.127,0.03,0.001,0.002,0.001,0.005,0.015,0.003,0.002,0.001,0.0,0.008,0.058,0.034
Q00987,1.0,0.139,0.191,1.0,0.483,1.0,1.0,1.0,1.0,1.0,0.308,1.0,1.0,1.0,1.0,0.251,1.0,0.427,0.64,1.0
O00764,0.271,0.001,0.014,1.0,0.131,0.34,0.361,1.0,0.318,0.112,0.378,0.028,0.089,0.0,0.039,1.0,0.479,0.072,0.042,0.001
Q9UEW8,1.0,1.0,0.953,0.434,0.52,0.612,1.0,0.489,0.462,0.824,0.64,0.483,0.591,0.553,0.77,0.672,0.509,0.53,0.605,0.558
P34913,1.0,0.826,1.0,1.0,1.0,0.712,1.0,1.0,1.0,0.899,0.746,1.0,1.0,0.724,1.0,1.0,1.0,1.0,1.0,1.0
P35462,0.049,0.486,0.7,0.022,0.087,0.216,0.058,0.064,0.059,0.146,0.312,0.047,0.053,0.137,0.354,0.077,0.09,0.017,0.183,0.039
P40306,0.01,0.217,0.131,0.011,0.018,0.032,0.01,0.01,0.013,0.025,0.173,0.01,0.007,0.059,0.042,0.092,0.015,0.033,0.029,0.037
Q8N752,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.522,1.0,1.0,1.0,1.0,0.421,0.264,1.0,1.0,1.0
Q99835,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.401,1.0,1.0,1.0,1.0
Q13464,0.755,0.809,0.821,0.635,0.826,0.922,0.727,0.919,0.714,0.872,0.914,0.684,0.644,0.792,0.851,0.728,0.739,0.878,0.848,0.782
P42229,0.042,0.46,0.383,0.046,0.034,0.19,0.122,0.142,0.066,0.203,0.137,0.049,0.092,0.179,0.138,0.217,0.12,0.054,0.216,0.087
P52564,1.0,0.421,0.295,1.0,1.0,1.0,1.0,0.358,0.185,0.219,0.449,0.205,0.238,0.303,0.372,1.0,0.44,1.0,0.203,0.256
P00915,1.0,0.604,0.821,1.0,1.0,1.0,0.451,1.0,1.0,1.0,0.658,1.0,1.0,1.0,1.0,0.668,0.702,0.554,1.0,1.0
Q86UE8,1.0,0.712,0.59,1.0,1.0,1.0,1.0,0.621,0.384,0.448,0.716,0.394,0.453,0.529,0.609,0.68,0.433,1.0,0.429,0.469
P28482,1.0,0.831,0.886,0.73,0.676,0.554,1.0,0.87,0.793,0.176,0.009,0.818,0.62,0.767,0.872,0.259,0.372,0.864,0.874,0.71
P03956,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.443,0.534,1.0,1.0,1.0,1.0,0.083,1.0,1.0,1.0,1.0
P05231,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.377,1.0,1.0,1.0,1.0
